Month,Day,Year,ID_Number,Weight_g,SVL_mm,Swab_ID,Sprayed_YN,Fell_On_Floor_YN,Feed_YN,Amount_of_fruit_flies_fed,Notes,Exp_Day
12,5,2017,78,0.636,18.9,AI5-78,N,N,Y,NA,NA,26
12,5,2017,79,0.549,16.55,AI5-79,N,N,Y,NA,NA,26
12,5,2017,80,0.484,16.55,AI5-80,N,N,Y,NA,NA,26
12,5,2017,81,0.674,19.4,AI5-81,N,N,Y,NA,NA,26
12,5,2017,82,0.48,16.7,AI5-82,N,N,Y,NA,NA,26
12,5,2017,83,0.566,17.7,AI5-83,N,N,Y,NA,NA,26
12,5,2017,84,0.481,17,AI5-84,N,N,Y,NA,NA,26
12,5,2017,85,0.606,17.4,AI5-85,N,N,Y,NA,NA,26
12,5,2017,86,0.594,18.4,AI5-86,N,N,Y,NA,NA,26
12,5,2017,87,0.74,20,AI5-87,N,N,Y,NA,NA,26
12,5,2017,88,0.557,17.8,AI5-88,N,N,Y,NA,NA,26
12,5,2017,89,0.658,17.6,AI5-89,N,N,Y,NA,NA,26
12,5,2017,90,0.462,17.4,AI5-90,N,N,Y,NA,NA,26
12,5,2017,91,0.465,16.4,AI5-91,N,N,Y,NA,NA,26
12,5,2017,92,0.645,18.7,AI5-92,N,N,Y,NA,NA,26
12,5,2017,93,0.555,17.5,AI5-93,N,N,Y,NA,NA,26
12,5,2017,94,0.705,17.3,AI5-94,N,N,Y,NA,NA,26
12,5,2017,95,0.544,17.2,AI5-95,N,N,Y,NA,NA,26
12,5,2017,96,0.535,18.1,AI5-96,N,N,Y,NA,NA,26
12,5,2017,97,0.542,16.6,AI5-97,N,N,Y,NA,NA,26
12,5,2017,98,0.419,15.3,AI5-98,N,N,Y,NA,NA,26
12,5,2017,99,0.894,20.9,AI5-99,N,N,Y,NA,NA,26
12,5,2017,100,0.655,18.4,AI5-100,N,N,Y,NA,NA,26
12,5,2017,101,0.578,16.7,AI5-101,N,N,Y,NA,NA,26
12,5,2017,102,0.378,16.8,AI5-102,N,N,Y,NA,"Twitching, splayed out, maybe dead",26
12,5,2017,103,0.781,19.4,AI5-103,N,N,Y,NA,NA,26
12,5,2017,104,0.711,19.3,AI5-104,N,N,Y,NA,NA,26
12,5,2017,106,0.578,18.05,AI5-106,N,N,Y,NA,NA,26
12,5,2017,107,0.655,18.8,AI5-107,N,N,Y,NA,NA,26
12,5,2017,108,0.649,17,AI5-108,N,N,Y,NA,NA,26
12,5,2017,109,0.705,18.1,AI5-109,N,N,Y,NA,NA,26
12,5,2017,110,0.619,17.5,AI5-110,N,N,Y,NA,NA,26
12,5,2017,111,0.64,17.7,AI5-111,N,N,Y,NA,NA,26
12,5,2017,112,0.581,17.1,AI5-112,N,N,Y,NA,NA,26
12,5,2017,113,0.66,16.9,AI5-113,N,N,Y,NA,NA,26
12,5,2017,114,0.593,17.6,AI5-114,N,N,Y,NA,NA,26
12,5,2017,115,0.6,18.5,AI5-115,N,N,Y,NA,NA,26
12,5,2017,116,0.499,17.5,AI5-116,N,N,Y,NA,NA,26
12,5,2017,117,0.54,16.8,AI5-117,N,N,Y,NA,NA,26
12,5,2017,118,0.544,18.3,AI5-118,N,N,Y,NA,NA,26
12,5,2017,119,0.682,19.5,AI5-119,N,N,Y,NA,NA,26
12,5,2017,120,0.702,18.5,AI5-120,N,N,Y,NA,NA,26
12,5,2017,121,0.441,15.1,AI5-121,N,N,Y,NA,NA,26
12,5,2017,122,0.356,15.35,AI5-122,N,N,Y,NA,NA,26
12,5,2017,123,0.628,17.5,AI5-123,N,N,Y,NA,NA,26
12,5,2017,124,0.485,16.7,AI5-124,N,N,Y,NA,NA,26
12,12,2017,1,0.97,19,1,NA,NA,NA,NA,NA,33
12,12,2017,3,0.66,19.1,3,NA,NA,NA,NA,NA,33
12,12,2017,5,0.64,18.2,5,NA,NA,NA,NA,NA,33
12,12,2017,7,0.719,18.8,7,NA,NA,NA,NA,NA,33
12,12,2017,8,0.556,18.5,8,NA,NA,NA,NA,NA,33
12,12,2017,9,0.529,17.2,9,NA,NA,NA,NA,NA,33
12,12,2017,10,0.58,19,10,NA,NA,NA,NA,NA,33
12,12,2017,13,0.691,17.9,13,NA,NA,NA,NA,NA,33
12,12,2017,15,0.688,18.3,15,NA,NA,NA,NA,NA,33
12,12,2017,18,0.6,17.3,18,NA,NA,NA,NA,NA,33
12,12,2017,20,0.631,17.3,20,NA,NA,NA,NA,NA,33
12,12,2017,22,0.538,18.1,22,NA,NA,NA,NA,NA,33
12,12,2017,23,0.638,18.3,23,NA,NA,NA,NA,NA,33
12,12,2017,24,0.7,18.2,24,NA,NA,NA,NA,NA,33
12,12,2017,25,0.595,17.8,25,NA,NA,NA,NA,NA,33
12,12,2017,26,0.644,19.4,26,NA,NA,NA,NA,NA,33
12,12,2017,27,0.646,16.7,27,NA,NA,NA,NA,NA,33
12,12,2017,28,0.577,16.8,28,NA,NA,NA,NA,NA,33
12,12,2017,29,0.662,18.1,29,NA,NA,NA,NA,NA,33
12,12,2017,31,0.656,17.2,31,NA,NA,NA,NA,NA,33
12,12,2017,32,0.623,17.1,32,NA,NA,NA,NA,NA,33
12,12,2017,33,0.473,17.2,33,NA,NA,NA,NA,NA,33
12,12,2017,34,0.692,18.8,34,NA,NA,NA,NA,NA,33
12,12,2017,35,0.603,18,35,NA,NA,NA,NA,NA,33
12,12,2017,36,0.56,16.5,36,NA,NA,NA,NA,NA,33
12,12,2017,37,0.563,17.4,37,NA,NA,NA,NA,NA,33
12,12,2017,39,0.6,19,39,NA,NA,NA,NA,NA,33
12,12,2017,40,0.71,18.8,40,NA,NA,NA,NA,NA,33
12,12,2017,41,0.635,19.9,41,NA,NA,NA,NA,NA,33
12,12,2017,44,0.584,17.6,44,NA,NA,NA,NA,NA,33
12,12,2017,45,0.483,16.8,45,NA,NA,NA,NA,NA,33
12,12,2017,46,0.368,15.4,46,NA,NA,NA,NA,NA,33
12,12,2017,47,0.761,19,47,NA,NA,NA,NA,NA,33
12,12,2017,49,0.711,18.6,49,NA,NA,NA,NA,NA,33
12,12,2017,50,0.522,16.8,50,NA,NA,NA,NA,NA,33
12,12,2017,51,0.527,16.7,51,NA,NA,NA,NA,NA,33
12,12,2017,52,0.602,18.2,52,NA,NA,NA,NA,NA,33
12,12,2017,54,0.57,17.5,54,NA,NA,NA,NA,NA,33
12,12,2017,55,0.281,15.7,55,NA,NA,NA,NA,NA,33
12,12,2017,56,0.629,19.4,56,NA,NA,NA,NA,NA,33
12,12,2017,57,0.62,18.2,57,NA,NA,NA,NA,NA,33
12,12,2017,58,0.488,16.8,58,NA,NA,NA,NA,NA,33
12,12,2017,59,0.63,17.2,59,NA,NA,NA,NA,NA,33
12,12,2017,61,0.653,18,61,NA,NA,NA,NA,NA,33
12,12,2017,63,0.676,19.8,63,NA,NA,NA,NA,NA,33
12,12,2017,65,0.452,16.1,65,NA,NA,NA,NA,NA,33
12,12,2017,66,0.824,18.3,66,NA,NA,NA,NA,NA,33
12,12,2017,67,0.692,18.2,67,NA,NA,NA,NA,NA,33
12,12,2017,68,0.433,16.2,68,NA,NA,NA,NA,NA,33
12,12,2017,69,0.6,17.8,69,NA,NA,NA,NA,NA,33
12,12,2017,70,0.585,18.2,70,NA,NA,NA,NA,NA,33
12,12,2017,71,0.67,18.6,71,NA,NA,NA,NA,NA,33
12,12,2017,73,0.768,17.4,73,NA,NA,NA,NA,NA,33
12,12,2017,74,0.66,18,74,NA,NA,NA,NA,NA,33
12,12,2017,76,0.562,15.8,76,NA,NA,NA,NA,NA,33
12,12,2017,78,0.626,19.9,78,NA,NA,NA,NA,NA,33
12,12,2017,81,0.679,18.9,81,NA,NA,NA,NA,NA,33
12,12,2017,83,0.549,18.1,83,NA,NA,NA,NA,NA,33
12,12,2017,85,0.533,18.2,85,NA,NA,NA,NA,NA,33
12,12,2017,86,0.592,18.1,86,NA,NA,NA,NA,NA,33
12,12,2017,87,0.815,19.5,87,NA,NA,NA,NA,NA,33
12,12,2017,88,0.581,18,88,NA,NA,NA,NA,NA,33
12,12,2017,89,0.576,19.5,89,NA,NA,NA,NA,NA,33
12,12,2017,90,0.505,15.8,90,NA,NA,NA,NA,NA,33
12,12,2017,92,0.655,17.9,92,NA,NA,NA,NA,NA,33
12,12,2017,94,0.715,18.1,94,NA,NA,NA,NA,NA,33
12,12,2017,95,0.501,18.8,95,NA,NA,NA,NA,NA,33
12,12,2017,96,0.574,17.2,96,NA,NA,NA,NA,NA,33
12,12,2017,97,0.496,18,97,NA,NA,NA,NA,NA,33
12,12,2017,99,0.813,20.2,99,NA,NA,NA,NA,NA,33
12,12,2017,100,0.65,17.6,100,NA,NA,NA,NA,NA,33
12,12,2017,101,0.595,19.2,101,NA,NA,NA,NA,NA,33
12,12,2017,103,0.76,21.2,103,NA,NA,NA,NA,NA,33
12,12,2017,104,0.748,19.1,104,NA,NA,NA,NA,NA,33
12,12,2017,107,0.665,18.6,107,NA,NA,NA,NA,NA,33
12,12,2017,108,0.692,18.4,108,NA,NA,NA,NA,NA,33
12,12,2017,109,0.75,18.5,109,NA,NA,NA,NA,NA,33
12,12,2017,110,0.533,17.2,110,NA,NA,NA,NA,NA,33
12,12,2017,111,0.705,19.4,111,NA,NA,NA,NA,NA,33
12,12,2017,113,0.64,18.9,113,NA,NA,NA,NA,NA,33
12,12,2017,114,0.621,17.8,114,NA,NA,NA,NA,NA,33
12,12,2017,117,0.586,17.7,117,NA,NA,NA,NA,NA,33
12,12,2017,118,0.456,17.5,118,NA,NA,NA,NA,NA,33
12,12,2017,119,0.687,17.9,119,NA,NA,NA,NA,NA,33
12,12,2017,120,0.619,18.6,120,NA,NA,NA,NA,NA,33
12,12,2017,121,0.435,15.1,121,NA,NA,NA,NA,NA,33
12,12,2017,123,0.649,18.3,123,NA,NA,NA,NA,NA,33
12,19,2017,1,0.99,19.8,NA,NA,NA,NA,NA,NA,40
12,19,2017,3,0.566,19.2,NA,NA,NA,NA,NA,NA,40
12,19,2017,5,0.684,18.8,NA,NA,NA,NA,NA,NA,40
12,19,2017,7,0.722,18.2,NA,NA,NA,NA,NA,NA,40
12,19,2017,8,0.605,18.2,NA,NA,NA,NA,NA,NA,40
12,19,2017,9,0.527,17,NA,NA,NA,NA,NA,NA,40
12,19,2017,10,0.677,18.5,NA,NA,NA,NA,NA,NA,40
12,19,2017,13,0.666,17.8,NA,NA,NA,NA,NA,NA,40
12,19,2017,15,0.733,18.5,NA,NA,NA,NA,NA,NA,40
12,19,2017,18,0.691,18.65,NA,NA,NA,NA,NA,NA,40
12,19,2017,20,0.609,17.45,NA,NA,NA,NA,NA,NA,40
12,19,2017,22,0.561,16.1,NA,NA,NA,NA,NA,NA,40
12,19,2017,23,0.612,17.6,NA,NA,NA,NA,NA,NA,40
12,19,2017,24,0.731,18.5,NA,NA,NA,NA,NA,NA,40
12,19,2017,25,0.648,17.8,NA,NA,NA,NA,NA,NA,40
12,19,2017,26,0.692,18.7,NA,NA,NA,NA,NA,NA,40
12,19,2017,27,0.686,18.9,NA,NA,NA,NA,NA,NA,40
12,19,2017,28,0.671,18,NA,NA,NA,NA,NA,NA,40
12,19,2017,29,0.729,18.6,NA,NA,NA,NA,NA,NA,40
12,19,2017,31,0.673,18.5,NA,NA,NA,NA,NA,NA,40
12,19,2017,32,0.658,18.8,NA,NA,NA,NA,NA,NA,40
12,19,2017,33,0.468,16.3,NA,NA,NA,NA,NA,NA,40
12,19,2017,34,0.681,18.55,NA,NA,NA,NA,NA,NA,40
12,19,2017,35,0.67,18.25,NA,NA,NA,NA,NA,NA,40
12,19,2017,36,0.615,17.5,NA,NA,NA,NA,NA,NA,40
12,19,2017,37,0.613,16.9,NA,NA,NA,NA,NA,NA,40
12,19,2017,39,0.646,18.3,NA,NA,NA,NA,NA,NA,40
12,19,2017,40,0.72,18.6,NA,NA,NA,NA,NA,NA,40
12,19,2017,41,0.87,20.3,NA,NA,NA,NA,NA,NA,40
12,19,2017,44,0.619,17,NA,NA,NA,NA,NA,NA,40
12,19,2017,45,0.561,16.9,NA,NA,NA,NA,NA,NA,40
12,19,2017,47,0.789,18.8,NA,NA,NA,NA,NA,NA,40
12,19,2017,49,0.759,18.8,NA,NA,NA,NA,NA,NA,40
12,19,2017,50,0.479,16.2,NA,NA,NA,NA,NA,NA,40
12,19,2017,51,0.638,18.8,NA,NA,NA,NA,NA,NA,40
12,19,2017,52,0.625,18.5,NA,NA,NA,NA,NA,NA,40
12,19,2017,54,0.584,16.4,NA,NA,NA,NA,NA,NA,40
12,19,2017,56,0.588,18.5,NA,NA,NA,NA,NA,NA,40
12,19,2017,57,0.491,16.2,NA,NA,NA,NA,NA,NA,40
12,19,2017,58,0.475,16.4,NA,NA,NA,NA,NA,NA,40
12,19,2017,59,0.609,16.9,NA,NA,NA,NA,NA,NA,40
12,19,2017,61,0.708,20.2,NA,NA,NA,NA,NA,NA,40
12,19,2017,63,0.704,18.5,NA,NA,NA,NA,NA,NA,40
12,19,2017,65,0.49,17.2,NA,NA,NA,NA,NA,NA,40
12,19,2017,66,0.837,19.9,NA,NA,NA,NA,NA,NA,40
12,19,2017,67,0.721,18.5,NA,NA,NA,NA,NA,NA,40
12,19,2017,68,0.492,16.4,NA,NA,NA,NA,NA,NA,40
12,19,2017,69,0.662,18,NA,NA,NA,NA,NA,NA,40
12,19,2017,71,0.652,17.5,NA,NA,NA,NA,NA,NA,40
12,19,2017,73,0.802,18.1,NA,NA,NA,NA,NA,NA,40
12,19,2017,74,0.726,18.9,NA,NA,NA,NA,NA,NA,40
12,19,2017,76,0.623,17.55,NA,NA,NA,NA,NA,NA,40
12,19,2017,78,0.556,17.2,NA,NA,NA,NA,NA,NA,40
12,19,2017,81,0.748,18.3,NA,NA,NA,NA,NA,NA,40
12,19,2017,83,0.638,18.3,NA,NA,NA,NA,NA,NA,40
12,19,2017,85,0.533,18.3,NA,NA,NA,NA,NA,NA,40
12,19,2017,86,0.721,18.9,NA,NA,NA,NA,NA,NA,40
12,19,2017,87,0.873,19.8,NA,NA,NA,NA,NA,NA,40
12,19,2017,88,0.523,18,NA,NA,NA,NA,NA,NA,40
12,19,2017,89,0.721,19.1,NA,NA,NA,NA,NA,NA,40
12,19,2017,90,0.545,16.35,NA,NA,NA,NA,NA,NA,40
12,19,2017,92,0.715,18.45,NA,NA,NA,NA,NA,NA,40
12,19,2017,94,0.718,19,NA,NA,NA,NA,NA,NA,40
12,19,2017,95,0.647,17.9,NA,NA,NA,NA,NA,NA,40
12,19,2017,96,0.632,17.5,NA,NA,NA,NA,NA,NA,40
12,19,2017,97,0.522,17.1,NA,NA,NA,NA,NA,NA,40
12,19,2017,99,0.851,20.7,NA,NA,NA,NA,NA,NA,40
12,19,2017,100,0.633,18,NA,NA,NA,NA,NA,NA,40
12,19,2017,101,0.634,18.1,NA,NA,NA,NA,NA,NA,40
12,19,2017,103,0.807,19.5,NA,NA,NA,NA,NA,NA,40
12,19,2017,104,0.789,17.7,NA,NA,NA,NA,NA,NA,40
12,19,2017,107,0.673,18.95,NA,NA,NA,NA,NA,NA,40
12,19,2017,108,0.731,17.5,NA,NA,NA,NA,NA,NA,40
12,19,2017,109,0.791,19.6,NA,NA,NA,NA,NA,NA,40
12,19,2017,110,0.532,17,NA,NA,NA,NA,NA,NA,40
12,19,2017,111,0.727,18.9,NA,NA,NA,NA,NA,NA,40
12,19,2017,113,0.693,18.5,NA,NA,NA,NA,NA,NA,40
12,19,2017,114,0.641,17.9,NA,NA,NA,NA,NA,NA,40
12,19,2017,117,0.65,18,NA,NA,NA,NA,NA,NA,40
12,19,2017,119,0.753,18.3,NA,NA,NA,NA,NA,NA,40
12,19,2017,120,0.69,18.6,NA,NA,NA,NA,NA,NA,40
12,19,2017,121,0.463,15.5,NA,NA,NA,NA,NA,NA,40
12,19,2017,123,0.687,19.3,NA,NA,NA,NA,NA,NA,40
12,28,2017,1,0.95,20.3,NA,NA,NA,NA,NA,NA,49
12,28,2017,3,0.773,18.5,NA,NA,NA,NA,NA,NA,49
12,28,2017,5,0.751,19.3,NA,NA,NA,NA,NA,NA,49
12,28,2017,7,0.754,18.5,NA,NA,NA,NA,NA,NA,49
12,28,2017,8,0.703,19.3,NA,NA,NA,NA,NA,NA,49
12,28,2017,9,0.493,17,NA,NA,NA,NA,NA,NA,49
12,28,2017,10,0.737,19.1,NA,NA,NA,NA,NA,NA,49
12,28,2017,13,0.646,18.5,NA,NA,NA,NA,NA,NA,49
12,28,2017,15,0.826,20.3,NA,NA,NA,NA,NA,NA,49
12,28,2017,18,0.769,19,NA,NA,NA,NA,NA,NA,49
12,28,2017,20,0.655,18.7,NA,NA,NA,NA,NA,NA,49
12,28,2017,22,0.563,18.5,NA,NA,NA,NA,NA,NA,49
12,28,2017,23,0.694,18,NA,NA,NA,NA,NA,NA,49
12,28,2017,24,0.789,19.7,NA,NA,NA,NA,NA,NA,49
12,28,2017,25,0.7,18.6,NA,NA,NA,NA,NA,NA,49
12,28,2017,26,0.62,20.5,NA,NA,NA,NA,NA,NA,49
12,28,2017,27,0.76,20.7,NA,NA,NA,NA,NA,NA,49
12,28,2017,28,0.736,18.5,NA,NA,NA,NA,NA,NA,49
12,28,2017,29,0.74,19,NA,NA,NA,NA,NA,NA,49
12,28,2017,31,0.684,18.6,NA,NA,NA,NA,NA,NA,49
12,28,2017,32,0.771,19,NA,NA,NA,NA,NA,NA,49
12,28,2017,33,0.478,17.5,NA,NA,NA,NA,NA,NA,49
12,28,2017,34,0.701,20.2,NA,NA,NA,NA,NA,NA,49
12,28,2017,36,0.67,18.2,NA,NA,NA,NA,NA,NA,49
12,28,2017,37,0.673,16,NA,NA,NA,NA,NA,NA,49
12,28,2017,39,0.771,18.5,NA,NA,NA,NA,NA,NA,49
12,28,2017,40,0.822,18.5,NA,NA,NA,NA,NA,NA,49
12,28,2017,41,0.948,20.4,NA,NA,NA,NA,NA,NA,49
12,28,2017,44,0.675,18.8,NA,NA,NA,NA,NA,NA,49
12,28,2017,45,0.628,17.8,NA,NA,NA,NA,NA,NA,49
12,28,2017,47,0.9,20.6,NA,NA,NA,NA,NA,NA,49
12,28,2017,49,0.844,19.3,NA,NA,NA,NA,NA,NA,49
12,28,2017,51,0.726,19.2,NA,NA,NA,NA,NA,NA,49
12,28,2017,54,0.664,18.2,NA,NA,NA,NA,NA,NA,49
12,28,2017,57,0.47,16.6,NA,NA,NA,NA,NA,NA,49
12,28,2017,58,0.561,17,NA,NA,NA,NA,NA,NA,49
12,28,2017,59,0.74,18.2,NA,NA,NA,NA,NA,NA,49
12,28,2017,61,0.673,19,NA,NA,NA,NA,NA,NA,49
12,28,2017,63,0.804,18.4,NA,NA,NA,NA,NA,NA,49
12,28,2017,65,0.432,16.6,NA,NA,NA,NA,NA,NA,49
12,28,2017,66,0.893,19.4,NA,NA,NA,NA,NA,NA,49
12,28,2017,67,0.77,19.2,NA,NA,NA,NA,NA,NA,49
12,28,2017,68,0.517,16.5,NA,NA,NA,NA,NA,NA,49
12,28,2017,69,0.761,19.6,NA,NA,NA,NA,NA,NA,49
12,28,2017,71,0.543,18.5,NA,NA,NA,NA,NA,NA,49
12,28,2017,73,0.87,19.5,NA,NA,NA,NA,NA,NA,49
12,28,2017,74,0.786,19.5,NA,NA,NA,NA,NA,NA,49
12,28,2017,76,0.688,18.2,NA,NA,NA,NA,NA,NA,49
12,28,2017,78,0.49,17.5,NA,NA,NA,NA,NA,NA,49
12,28,2017,81,0.866,20.1,NA,NA,NA,NA,NA,NA,49
12,28,2017,83,0.73,19.5,NA,NA,NA,NA,NA,NA,49
12,28,2017,85,0.47,18.2,NA,NA,NA,NA,NA,NA,49
12,28,2017,86,0.708,19.5,NA,NA,NA,NA,NA,NA,49
12,28,2017,87,0.929,20.4,NA,NA,NA,NA,NA,NA,49
12,28,2017,89,0.741,19.4,NA,NA,NA,NA,NA,NA,49
12,28,2017,90,0.618,16.7,NA,NA,NA,NA,NA,NA,49
12,28,2017,92,0.817,19,NA,NA,NA,NA,NA,NA,49
12,28,2017,94,0.753,19,NA,NA,NA,NA,NA,NA,49
12,28,2017,95,0.738,18.5,NA,NA,NA,NA,NA,NA,49
12,28,2017,96,0.682,19.5,NA,NA,NA,NA,NA,NA,49
12,28,2017,99,0.76,19,NA,NA,NA,NA,NA,NA,49
12,28,2017,100,0.602,18.3,NA,NA,NA,NA,NA,NA,49
12,28,2017,101,0.741,19.4,NA,NA,NA,NA,NA,NA,49
12,28,2017,103,0.905,19.8,NA,NA,NA,NA,NA,NA,49
12,28,2017,104,0.869,19,NA,NA,NA,NA,NA,NA,49
12,28,2017,107,0.781,19.4,NA,NA,NA,NA,NA,NA,49
12,28,2017,108,0.81,19.4,NA,NA,NA,NA,NA,NA,49
12,28,2017,109,0.895,19.2,NA,NA,NA,NA,NA,NA,49
12,28,2017,110,0.516,17.7,NA,NA,NA,NA,NA,NA,49
12,28,2017,111,0.781,19.6,NA,NA,NA,NA,NA,NA,49
12,28,2017,113,0.754,19.3,NA,NA,NA,NA,NA,NA,49
12,28,2017,114,0.703,18.5,NA,NA,NA,NA,NA,NA,49
12,28,2017,117,0.692,18,NA,NA,NA,NA,NA,NA,49
12,28,2017,119,0.85,19.1,NA,NA,NA,NA,NA,NA,49
12,28,2017,120,0.803,20,NA,NA,NA,NA,NA,NA,49
12,28,2017,121,0.6,16.2,NA,NA,NA,NA,NA,NA,49
12,28,2017,123,0.68,19.7,NA,NA,NA,NA,NA,NA,49